index,0
0,9
1,3
2,5
3,4
4,8
5,2
6,4
7,5
8,4
9,6
10,6
11,9
12,4
13,3
14,5
15,3
16,7
17,7
18,6
19,0
20,3
21,8
22,1
23,7
24,5
25,8
26,2
27,2
28,1
29,5
30,7
31,2
32,4
33,2
34,8
35,6
36,9
37,5
38,9
39,3
40,6
41,8
42,7
43,3
44,0
45,4
46,7
47,3
48,5
49,0
50,6
51,5
52,2
53,4
54,7
55,9
56,9
57,2
58,7
59,0
60,1
61,8
62,8
63,7
64,8
65,6
66,1
67,8
68,9
69,2
70,7
71,2
72,7
73,0
74,8
75,8
76,2
77,8
78,4
79,1
80,0
81,1
82,1
83,5
84,3
85,6
86,6
87,1
88,8
89,3
90,5
91,2
92,9
93,1
94,5
95,4
96,8
97,4
98,3
99,8
100,9
101,8
102,6
103,7
104,6
105,8
106,1
107,1
108,5
109,2
110,2
111,8
112,3
113,1
114,9
115,6
116,7
117,0
118,8
119,6
120,8
121,7
122,4
123,6
124,6
125,3
126,9
127,8
128,1
129,1
130,0
131,5
132,3
133,0
134,1
135,5
136,1
137,6
138,9
139,1
140,8
141,5
142,0
143,1
144,1
145,7
146,6
147,4
148,1
149,0
150,6
151,5
152,0
153,9
154,4
155,8
156,4
157,9
158,8
159,1
160,4
161,8
162,8
163,6
164,6
165,8
166,9
167,9
168,0
169,2
170,5
171,6
172,7
173,1
174,5
175,9
176,1
177,9
178,5
179,3
180,0
181,0
182,3
183,8
184,1
185,0
186,3
187,1
188,5
189,9
190,6
191,4
192,9
193,1
194,4
195,5
196,7
197,9
198,4
199,0
200,9
201,5
202,1
203,6
204,7
205,8
206,6
207,0
208,6
209,4
210,3
211,2
212,8
213,1
214,6
215,7
216,3
217,5
218,2
219,3
220,3
221,4
222,9
223,6
224,0
225,0
226,5
227,4
228,6
229,4
230,8
231,1
232,0
233,9
234,2
235,3
236,5
237,4
238,9
239,4
240,4
241,3
242,3
243,0
244,3
245,1
246,2
247,5
248,4
249,5
250,9
251,4
252,6
253,7
254,1
255,5
256,5
257,4
258,5
259,6
260,2
261,7
262,0
263,3
264,6
265,4
266,3
267,4
268,0
269,3
270,9
271,0
272,1
273,7
274,4
275,2
276,7
277,8
278,0
279,4
280,5
281,3
282,7
283,6
284,1
285,5
286,3
287,6
288,3
289,1
290,8
291,2
292,8
293,6
294,6
295,1
296,8
297,7
298,4
299,8
300,9
301,1
302,7
303,5
304,9
305,7
306,8
307,0
308,9
309,7
310,7
311,4
312,8
313,8
314,1
315,5
316,6
317,9
318,6
319,9
320,8
321,5
322,8
323,0
324,4
325,2
326,1
327,8
328,8
329,9
330,3
331,8
332,1
333,8
334,9
335,5
336,1
337,8
338,3
339,8
340,9
341,0
342,8
343,6
344,4
345,9
346,1
347,8
348,3
349,0
350,7
351,6
352,9
353,8
354,4
355,7
356,5
357,0
358,3
359,5
360,9
361,9
362,3
363,1
364,1
365,9
366,6
367,5
368,9
369,8
370,5
371,5
372,9
373,0
374,5
375,1
376,0
377,2
378,2
379,2
380,5
381,2
382,3
383,6
384,0
385,7
386,3
387,2
388,1
389,4
390,6
391,3
392,6
393,2
394,6
395,7
396,4
397,3
398,0
399,9
400,6
401,5
402,4
403,4
404,7
405,4
406,0
407,8
408,9
409,3
410,4
411,7
412,0
413,3
414,6
415,5
416,0
417,9
418,8
419,8
420,1
421,0
422,5
423,6
424,9
425,8
426,0
427,9
428,4
429,2
430,8
431,5
432,5
433,2
434,4
435,1
436,6
437,5
438,3
439,2
440,4
441,3
442,6
443,0
444,4
445,6
446,0
447,1
448,2
449,0
450,7
451,0
452,6
453,5
454,1
455,3
456,1
457,3
458,8
459,2
460,1
461,3
462,1
463,2
464,6
465,8
466,3
467,0
468,7
469,7
470,0
471,8
472,5
473,6
474,0
475,6
476,6
477,8
478,9
479,4
480,4
481,4
482,9
483,5
484,0
485,6
486,4
487,1
488,1
489,5
490,5
491,9
492,0
493,1
494,3
495,1
496,7
497,0
498,7
499,9
