	mut5	mut5	mut1	mut1	mut2	mut2	mut3	mut3	mut4	mut4
cell1	0	56	45	1	56	1	39	9	46	0
cell2	2	58	51	6	48	0	39	1	40	0
cell3	0	48	24	19	42	0	37	4	26	27
cell4	0	51	4	43	47	10	39	0	46	0
cell5	0	45	48	0	55	0	36	0	44	0
cell6	0	65	6	39	48	0	23	31	24	22
cell7	0	49	44	2	59	0	57	1	51	0
cell8	0	44	17	31	47	1	41	0	56	0
cell9	1	40	2	56	40	0	37	10	46	0
cell10	0	50	52	7	40	4	53	13	51	0
cell11	0	51	7	55	55	0	36	18	49	0
cell12	0	41	1	44	39	0	46	6	25	14
cell13	2	46	10	33	49	0	38	1	40	4
cell14	0	51	32	33	44	0	56	0	30	1
cell15	0	51	0	47	57	0	28	20	52	4
cell16	0	61	37	1	47	0	47	0	50	0
cell17	0	44	53	2	57	8	45	0	32	5
cell18	0	58	49	0	46	0	40	4	46	0
cell19	0	48	15	44	53	0	35	14	44	0
cell20	0	50	51	0	46	0	55	0	38	0
cell21	0	58	25	22	44	1	62	0	57	0
cell22	0	45	36	0	54	0	62	0	53	0
cell23	0	55	25	40	11	29	55	0	46	3
cell24	1	38	58	0	54	3	54	0	48	1
cell25	0	47	36	17	47	0	32	5	52	12
cell26	0	47	35	11	62	7	52	8	45	0
cell27	0	57	58	0	40	2	60	0	52	0
cell28	0	54	49	0	52	2	59	3	51	0
cell29	0	46	38	10	36	2	47	0	58	0
cell30	0	53	52	0	47	0	49	0	52	0
cell31	0	51	17	21	57	0	48	0	46	2
cell32	0	59	21	33	53	0	11	33	43	0
cell33	0	46	23	30	33	0	36	2	38	20
cell34	0	42	10	36	56	0	45	0	45	0
cell35	0	57	57	3	22	38	59	0	37	1
cell36	0	48	8	37	51	0	57	0	49	2
cell37	2	47	7	40	51	0	33	11	54	5
cell38	0	53	46	2	17	28	63	0	55	0
cell39	0	51	32	10	49	0	63	0	44	0
cell40	0	46	21	37	42	0	22	22	36	1
cell41	0	55	24	30	55	0	29	30	44	6
cell42	0	50	35	1	37	0	50	0	59	0
cell43	0	46	43	4	50	0	54	0	48	0
cell44	4	41	5	56	50	0	48	2	53	0
cell45	5	54	33	41	42	1	15	30	50	0
cell46	0	55	34	8	54	0	58	0	43	2
cell47	1	53	52	0	63	0	57	0	36	5
cell48	0	48	25	27	34	11	51	4	43	0
cell49	0	42	43	0	53	0	47	0	55	0
cell50	0	52	24	19	39	15	49	0	51	2
cell51	0	41	54	0	56	0	52	0	51	1
cell52	0	50	43	0	49	0	54	0	41	0
cell53	0	42	43	15	46	0	53	2	39	5
cell54	0	59	11	42	47	0	38	1	63	0
cell55	0	46	43	12	55	2	36	2	52	0
cell56	1	47	18	26	53	0	51	2	58	0
cell57	0	58	54	0	43	0	45	0	38	0
cell58	5	59	8	62	39	0	27	30	51	13
cell59	4	42	24	21	56	5	56	0	64	0
cell60	0	45	8	33	48	0	43	19	56	0
cell61	0	47	3	42	58	0	39	5	41	5
cell62	0	50	45	0	52	1	45	0	64	0
cell63	0	51	52	0	62	0	56	0	36	15
cell64	1	45	47	1	59	0	46	0	47	0
cell65	0	44	66	0	48	2	39	0	60	0
cell66	1	49	7	46	34	0	44	6	31	15
cell67	0	53	32	19	69	0	53	0	55	0
cell68	0	43	14	29	63	1	38	13	34	9
cell69	0	64	9	53	48	0	40	5	43	7
cell70	0	51	5	51	46	0	41	25	52	0
cell71	0	46	43	1	69	0	40	0	46	0
cell72	0	44	39	3	9	47	60	0	41	0
cell73	0	56	28	25	54	0	45	0	55	0
cell74	3	56	26	21	42	0	49	1	50	0
cell75	0	42	36	28	35	22	45	0	50	0
cell76	0	58	49	0	48	0	44	1	62	0
cell77	2	59	1	39	60	0	12	40	66	0
cell78	1	57	22	23	28	10	46	0	50	0
cell79	0	56	11	55	50	3	3	48	38	0
cell80	3	55	33	17	75	0	34	11	53	0
cell81	2	47	55	0	30	20	54	0	58	0
cell82	0	48	45	4	47	0	51	0	59	0
cell83	0	44	54	1	40	3	42	0	55	0
cell84	0	51	44	3	19	36	57	0	50	2
cell85	0	57	40	20	64	0	54	0	50	1
cell86	0	55	27	10	35	11	58	1	60	0
cell87	0	56	28	23	31	23	46	2	54	0
cell88	0	40	14	33	61	0	24	15	43	16
cell89	0	62	13	53	48	7	52	0	49	0
cell90	0	45	58	2	47	2	40	0	44	0
cell91	3	47	48	0	48	1	48	0	36	0
cell92	0	50	14	40	65	0	35	14	46	4
cell93	1	67	35	17	25	14	52	1	47	0
cell94	0	56	21	25	49	0	35	4	38	3
cell95	0	47	23	21	44	4	46	21	43	0
cell96	0	54	21	26	48	0	49	0	58	0
cell97	0	37	54	0	37	12	44	0	51	0
cell98	0	49	32	10	21	18	48	0	60	0
cell99	0	39	18	31	54	3	46	0	55	0
cell100	0	66	33	7	31	13	58	0	55	0
cell101	0	55	7	46	59	0	46	14	41	7
cell102	0	61	58	4	55	0	52	0	40	1
cell103	0	50	4	38	42	0	29	18	39	0
cell104	0	60	48	0	50	0	51	1	42	0
cell105	2	61	29	5	54	5	53	0	49	0
cell106	0	46	25	23	56	0	10	24	41	0
cell107	0	60	26	13	49	0	46	0	64	0
cell108	0	50	30	25	32	19	54	0	55	1
cell109	0	55	11	32	42	0	42	16	41	0
cell110	0	49	36	22	46	0	43	0	35	0
cell111	0	55	7	44	48	0	46	17	16	18
cell112	0	56	0	58	49	0	41	1	28	20
cell113	0	41	13	31	37	8	48	4	50	0
cell114	0	48	16	25	53	0	46	0	42	0
cell115	0	58	21	30	49	2	38	3	46	4
cell116	0	53	43	4	57	0	70	0	43	0
cell117	0	59	6	51	47	0	35	12	45	1
cell118	0	64	43	2	44	0	49	0	48	0
cell119	1	52	49	0	40	0	55	0	51	1
cell120	0	31	22	24	39	0	48	9	48	0
cell121	0	62	17	37	47	0	43	6	49	0
cell122	0	59	7	45	51	0	56	0	49	0
cell123	0	53	5	31	51	0	55	3	53	0
cell124	0	47	45	10	15	31	44	0	45	0
cell125	0	50	28	22	47	2	12	46	49	0
cell126	1	49	51	0	42	0	55	0	44	0
cell127	0	47	20	18	48	3	52	0	42	2
cell128	0	64	14	39	28	1	48	6	40	3
cell129	0	49	45	8	38	0	51	0	62	0
cell130	0	48	10	42	59	0	32	8	17	22
cell131	0	59	53	0	45	0	38	0	62	0
cell132	0	57	33	18	26	0	45	3	50	1
cell133	0	49	53	0	55	2	46	0	62	0
cell134	0	45	6	46	58	1	9	21	60	0
cell135	0	47	26	20	28	9	43	6	41	3
cell136	0	59	12	35	41	7	52	5	11	51
cell137	0	54	21	26	57	0	37	8	52	4
cell138	2	48	25	17	47	6	58	0	48	0
cell139	0	55	11	34	32	20	69	0	43	0
cell140	1	56	16	32	54	0	38	9	33	26
cell141	0	49	21	32	36	10	44	0	41	0
cell142	0	50	58	1	42	0	57	0	50	0
cell143	3	39	49	0	50	0	44	1	62	0
cell144	0	44	45	11	32	1	38	0	38	2
cell145	1	55	26	17	37	12	62	2	45	0
cell146	0	56	14	48	62	0	48	0	49	0
cell147	0	52	36	13	58	0	49	5	48	1
cell148	0	51	39	14	24	38	53	0	51	0
cell149	0	43	5	52	47	0	34	4	55	0
cell150	0	54	50	5	60	0	38	0	36	3
cell151	0	53	0	46	39	0	32	20	59	0
cell152	0	49	13	33	35	20	55	0	40	1
cell153	0	38	3	34	45	0	48	0	48	0
cell154	0	47	45	1	45	4	53	0	65	0
cell155	0	53	13	39	37	7	47	5	42	0
cell156	2	41	27	23	53	0	46	3	49	3
cell157	0	54	11	42	49	2	44	0	54	0
cell158	0	43	37	12	53	1	41	18	55	0
